PMID,year,phase,journal,title,retrieval_scopes,sentence_count,themes,methods
36466326,2022,2021-2025,Frontiers in bioengineering and biotechnology,Delta and jagged are candidate target genes of RNAi biopesticides for the control of Nilaparvata lugens.,BPH resistance,4,基因编辑与功能验证; 昆虫侧适应、毒力与药剂抗性,转基因/RNAi/突变体
36496034,2022,2021-2025,Virus research,Voltage-dependent anion channel 2 (VDAC2) facilitates the accumulation of rice stripe virus in the vector Laodelphax striatellus.,BPH damage,1,基因编辑与功能验证,转基因/RNAi/突变体
36499068,2022,2021-2025,International journal of molecular sciences,The Role of Exogenous Gibberellic Acid and Methyl Jasmonate against White-Backed Planthopper (Sogatella furcifera) Stress in Rice (Oryza sativa L.).,WBPH resistance,4,抗源鉴定与表型评价; 激素、转录与免疫信号; 生长-防御权衡与育种转化,田间/产量/育种评价
36499321,2022,2021-2025,International journal of molecular sciences,Xylanase Inhibitors: Defense Players in Plant Immunity with Implications in Agro-Industrial Processing.,BPH damage,1,抗源鉴定与表型评价; 基因编辑与功能验证; 宿主-昆虫互作与效应子,转基因/RNAi/突变体
36499611,2022,2021-2025,International journal of molecular sciences,The Phosphoserine Phosphatase Alters the Free Amino Acid Compositions and Fecundity in Cyrtorhinus lividipennis Reuter.,BPH resistance,5,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
36499636,2022,2021-2025,International journal of molecular sciences,Enhancing the Expression of the OsF3H Gene in Oryza sativa Leads to the Regulation of Multiple Biosynthetic Pathways and Transcriptomic Changes That Influence Insect Resistance.,BPH resistance; WBPH resistance,6,抗源鉴定与表型评价; 激素、转录与免疫信号; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子,表达组学/多组学; 转基因/RNAi/突变体
36499722,2022,2021-2025,International journal of molecular sciences,Genome and Transcriptome-Wide Analysis of OsWRKY and OsNAC Gene Families in Oryza sativa and Their Response to White-Backed Planthopper Infestation.,Broad planthopper; WBPH resistance,8,抗源鉴定与表型评价; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子,表达组学/多组学; 转基因/RNAi/突变体
36501278,2022,2021-2025,"Plants (Basel, Switzerland)",Phenylalanine Ammonia Lyase GmPAL1.1 Promotes Seed Vigor under High-Temperature and -Humidity Stress and Enhances Seed Germination under Salt and Drought Stress in Transgenic Arabidopsis.,BPH damage,1,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 基因编辑与功能验证,转基因/RNAi/突变体
36501323,2022,2021-2025,"Plants (Basel, Switzerland)","Wheat and Rice beyond Phenolic Acids: Genetics, Identification Database, Antioxidant Properties, and Potential Health Effects.",Broad planthopper,1,抗源鉴定与表型评价; 基因编辑与功能验证,转基因/RNAi/突变体
36527431,2022,2021-2025,Journal of experimental botany,The International Oryza Map Alignment Project (IOMAP): the Americas-past achievements and future directions.,BPH resistance,3,抗源鉴定与表型评价; 生长-防御权衡与育种转化,田间/产量/育种评价
36555040,2022,2021-2025,Insects,Analysis of the Feeding Behavior and Life Table of Nilaparvata lugens and Sogatella furcifera (Hemiptera: Delphacidae) under Sublethal Concentrations of Imidacloprid and Sulfoxaflor.,BPH resistance,1,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
36555329,2022,2021-2025,International journal of molecular sciences,A Protective Role of Phenylalanine Ammonia-Lyase from Astragalus membranaceus against Saline-Alkali Stress.,BPH damage,2,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 基因编辑与功能验证,转基因/RNAi/突变体
36605958,2022,2021-2025,Frontiers in plant science,"Editorial: Identification and characterization of contrasting genotypes/cultivars to discover novel players in crop responses to abiotic/biotic stresses, volume II.",BPH resistance,3,抗源鉴定与表型评价; 主效抗性基因与受体识别; 代谢、挥发物与结构防御; 生长-防御权衡与育种转化,田间/产量/育种评价
36611621,2022,2021-2025,Animals : an open access journal from MDPI,"Evaluation of the Parasitism Capacity of a Thelytoky Egg Parasitoid on a Serious Rice Pest, Nilaparvata lugens (Stål).",BPH resistance,3,生长-防御权衡与育种转化,田间/产量/育种评价
36748509,2022,2021-2025,Microbial genomics,Characterization of Pantoea ananatis from rice planthoppers reveals a clade of rice-associated P. ananatis undergoing genome reduction.,Broad planthopper,1,,
38468764,2022,2021-2025,Frontiers in insect science,Impacts of short-term feeding by spotted lanternfly (Lycorma delicatula) on ecophysiology of young hardwood trees in a common garden.,BPH damage,1,抗源鉴定与表型评价,
38468808,2022,2021-2025,Frontiers in insect science,Polymorphisms in the hypervariable control region of the mitochondrial DNA differentiate BPH populations.,BPH resistance,9,抗源鉴定与表型评价; 主效抗性基因与受体识别; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
32935926,2021,2021-2025,Insect science,An InR/mir-9a/NlUbx regulatory cascade regulates wing diphenism in brown planthoppers.,BPH resistance,1,,
32940717,2021,2021-2025,Archives of microbiology,The gut bacterial flora associated with brown planthopper is affected by host rice varieties.,BPH resistance,2,抗源鉴定与表型评价; 代谢、挥发物与结构防御,
33201594,2021,2021-2025,Pest management science,"Development of 'multiresistance rice' by an assembly of herbicide, insect and disease resistance genes with a transgene stacking system.",BPH resistance,1,抗源鉴定与表型评价; 主效抗性基因与受体识别,
33217583,2021,2021-2025,Journal of proteomics,Transcriptomic and proteomic responses to brown plant hopper (Nilaparvata lugens) in cultivated and Bt-transgenic rice (Oryza sativa) and wild rice (O. rufipogon).,BPH resistance,1,主效抗性基因与受体识别; 组学与系统网络; 基因编辑与功能验证,表达组学/多组学; 转基因/RNAi/突变体
33227482,2021,2021-2025,Current opinion in insect science,Genetic and molecular understanding of host rice resistance and Nilaparvata lugens adaptation.,BPH resistance,3,抗源鉴定与表型评价; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子,
33368943,2021,2021-2025,Plant biotechnology journal,The CC-NB-LRR OsRLR1 mediates rice disease resistance through interaction with OsWRKY19.,BPH resistance,1,抗源鉴定与表型评价; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子,
33401742,2021,2021-2025,"Plants (Basel, Switzerland)","Identification of F3H, Major Secondary Metabolite-Related Gene That Confers Resistance against Whitebacked Planthopper through QTL Mapping in Rice.",WBPH damage; WBPH resistance,8,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 代谢、挥发物与结构防御; 基因编辑与功能验证; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 转基因/RNAi/突变体; 田间/产量/育种评价
33420350,2021,2021-2025,Scientific reports,Elevated temperatures diminish the effects of a highly resistant rice variety on the brown planthopper.,BPH damage; BPH resistance; Broad planthopper,5,抗源鉴定与表型评价; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,田间/产量/育种评价
33424241,2021,2021-2025,Journal of plant biology = Singmul Hakhoe chi,OrMKK3 Influences Morphology and Grain Size in Rice.,BPH resistance,1,抗源鉴定与表型评价; 激素、转录与免疫信号,
33483577,2021,2021-2025,Scientific reports,Transcriptomic responses of Microcystis aeruginosa under electromagnetic radiation exposure.,BPH resistance,1,组学与系统网络; 基因编辑与功能验证,表达组学/多组学; 转基因/RNAi/突变体
33488623,2021,2021-2025,Frontiers in immunology,Activation of Toll Immune Pathway in an Insect Vector Induced by a Plant Virus.,Broad planthopper,1,激素、转录与免疫信号; 组学与系统网络,表达组学/多组学
33488661,2021,2021-2025,Frontiers in plant science,"Nitric Oxide, an Essential Intermediate in the Plant-Herbivore Interaction.",BPH damage,1,抗源鉴定与表型评价; 基因编辑与功能验证; 宿主-昆虫互作与效应子,转基因/RNAi/突变体
33514014,2021,2021-2025,"Molecules (Basel, Switzerland)",Unraveling the Roles of Vascular Proteins Using Proteomics.,BPH resistance,1,抗源鉴定与表型评价; 组学与系统网络,表达组学/多组学
33533489,2021,2021-2025,The New phytologist,Molecular dissection of rice phytohormone signaling involved in resistance to a piercing-sucking herbivore.,BPH resistance,1,抗源鉴定与表型评价; 激素、转录与免疫信号,
33547972,2021,2021-2025,"Rice (New York, N.Y.)",Contribution of Small RNA Pathway to Interactions of Rice with Pathogens and Insect Pests.,BPH resistance,4,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子,表达组学/多组学; 转基因/RNAi/突变体
33555072,2021,2021-2025,The New phytologist,Virus-induced phytohormone dynamics and their effects on plant-insect interactions.,BPH damage,1,宿主-昆虫互作与效应子,
33561165,2021,2021-2025,PLoS genetics,Vestigial mediates the effect of insulin signaling pathway on wing-morph switching in planthoppers.,Broad planthopper,1,激素、转录与免疫信号; 宿主-昆虫互作与效应子,
33562367,2021,2021-2025,International journal of molecular sciences,Update on the Roles of Rice MAPK Cascades.,BPH resistance,4,抗源鉴定与表型评价; 激素、转录与免疫信号; 宿主-昆虫互作与效应子,
33620311,2021,2021-2025,eLife,Three-dimensional reconstruction of a whole insect reveals its phloem sap-sucking mechanism at nano-resolution.,BPH resistance,1,,
33622101,2021,2021-2025,Open biology,Proteolytic activity of the proteasome is required for female insect reproduction.,BPH damage,1,组学与系统网络,表达组学/多组学
33639242,2021,2021-2025,Insect biochemistry and molecular biology,A lateral oviduct secreted protein plays a vital role for egg movement through the female reproductive tract in the brown planthopper.,BPH resistance,1,,
33643348,2021,2021-2025,Frontiers in plant science,Oryza sativa cv. Nipponbare and Oryza barthii as Unexpected Tolerance and Susceptibility Sources Against Schizotetranychus oryzae (Acari: Tetranychidae) Mite Infestation.,BPH damage,1,抗源鉴定与表型评价,
33647067,2021,2021-2025,PLoS pathogens,A plant reovirus hijacks endoplasmic reticulum-associated degradation machinery to promote efficient viral transmission by its planthopper vector under high temperature conditions.,Broad planthopper,3,基因编辑与功能验证,转基因/RNAi/突变体
33652695,2021,2021-2025,"Plants (Basel, Switzerland)",Both Allene Oxide Synthases Genes Are Involved in the Biosynthesis of Herbivore-Induced Jasmonic Acid and Herbivore Resistance in Rice.,BPH resistance,13,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 基因编辑与功能验证; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
33677774,2021,2021-2025,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,BPH resistance,37,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,表达组学/多组学; 转基因/RNAi/突变体; 田间/产量/育种评价
33690727,2021,2021-2025,PLoS pathogens,Coordination between terminal variation of the viral genome and insect microRNAs regulates rice stripe virus replication in insect vectors.,BPH damage,1,生长-防御权衡与育种转化,田间/产量/育种评价
33719290,2021,2021-2025,Frontiers in plant science,Development and Field Evaluation of Near-Isogenic Lines of GR2-EBRRI dhan29 Golden Rice.,BPH resistance,1,抗源鉴定与表型评价; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,田间/产量/育种评价
33721115,2021,2021-2025,"Rice (New York, N.Y.)",Proteomics and Metabolomics Studies on the Biotic Stress Responses of Rice: an Update.,BPH resistance,5,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 宿主-昆虫互作与效应子,表达组学/多组学
33741431,2021,2021-2025,Insect biochemistry and molecular biology,Characterization of gustatory receptor 7 in the brown planthopper reveals functional versatility.,BPH resistance,1,,
33745166,2021,2021-2025,The Plant journal : for cell and molecular biology,Genetic mapping identifies a rice naringenin O-glucosyltransferase that influences insect resistance.,BPH damage,1,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 激素、转录与免疫信号; 基因编辑与功能验证,连锁/QTL/标记育种; 转基因/RNAi/突变体
