PMID,sent_id,year,journal,title,doi,text,gene,trait,ontology_id,ontology_type,confidence,evidence_code,source_db
39769594,43546094,2024,Insects,Comparative Transcriptome Analysis Highlights the Role of NlABCG14 in the Honeydew Production of Virulent Brown Planthoppers (Nilaparvata lugens Stål) to Resistant Rice Variety.,,"However, the adaptability of BPHs has resulted in the development of virulent populations, such as biotype Y BPHs, which exhibit significant virulence against the rice variety YHY15 that harbors the resistance gene Bph15.",,,,,,,
38576786,40940791,2024,Frontiers in plant science,Genome-wide association study and genomic prediction for resistance to brown planthopper in rice.,,"However, ten rice varieties showed resistant (R) level in RS but moderately susceptible (MS) or susceptible (S) level in WG and HE, suggesting their tolerance or antixenosis to BPH.",,,,,,,
38565704,40908923,2024,Planta,Rice physical defenses and their role against insect herbivores.,,"In phloem feeders such as BPH, Yang et al. reported a significant decrease in the infestation in Si-treated rice.",,,,,,,
39555011,43065328,2024,Breeding science,Substitution mapping and characterization of brown planthopper resistance genes from traditional rice cultivar 'Rathu Heenati' (Oryza sativa L.).,,"Therefore, introducing BPH3 and BPH17 could enhance BPH resistance in these rice varieties with heat tolerance.",,,,,,,
39684676,43367389,2024,International journal of molecular sciences,Recent Advances in Gene Mining and Hormonal Mechanism for Brown Planthopper Resistance in Rice.,,"Multiple mechanisms contribute to rice resistance against BPH attack, including transcription factors, physical barriers, phytohormones, defense metabolites and exocytosis pathways.",,,,,,,
39400920,42635094,2024,"Plant, cell & environment",The Threat of the Fall Armyworm to Asian Rice Production Is Amplified by the Brown Planthopper.,,This BPH-facilitated risk of FAW spreading from maize fields to rice fields poses a major threat to rice production in Asia.,,,,,,,
38576786,40940788,2024,Frontiers in plant science,Genome-wide association study and genomic prediction for resistance to brown planthopper in rice.,,A total of 117 (23.31%) of the 502 rice varieties displayed resistance to BPH.,,,,,,,
38612510,41096766,2024,International journal of molecular sciences,Silencing an ATP-Dependent Caseinolytic Protease Proteolytic Subunit Gene Enhances the Resistance of Rice to Nilaparvata lugens.,,"Sequence analysis found that OsClpP6 includes an open reading frame of 780 bp, which encodes a protein of 260 amino acids (Figure S5).Compared with controls, all of the measured treatments:BPH infestation, mechanical wounding, and MeJA treatment:decreased the transcript levels of OsClpP6 in rice plants (Figure 1).",,,,,,,
38625904,41134271,2024,PloS one,Fine mapping and breeding application of two brown planthopper resistance genes derived from landrace rice.,,"Therefore, there is an urgent need to identify, map, and clone more resistance genes to understand the mechanisms of resistance in rice.Since the 1960s, different rice varieties have yielded 45 BPH resistance genes clustered on several rice chromosomes.",,,,,,,
39341852,42584607,2024,Scientific reports,A time-course transcriptomic analysis reveals the key responses of a resistant rice cultivar to brown planthopper infestation.,,We identified 9527 differentially expressed genes (DEGs) between the rice varieties under BPH-induced stress.,,,,,,,
38337906,40051788,2024,"Plants (Basel, Switzerland)",Defense Regulatory Network Associated with circRNA in Rice in Response to Brown Planthopper Infestation.,,"Transgenic rice plants sequestering OsmiR396 have shown increased grain size, enhanced seed quality, and improved resistance to BPH.",,,,,,,
38988632,41962599,2024,Frontiers in plant science,A key ABA biosynthetic gene OsNCED3 is a positive regulator in resistance to Nilaparvata lugens in Oryza sativa.,,"ZH11, OsNCED3-OE and osnced3-RNAi lines (n=10 per genotype) were selected.10 plants (ZH11, OsNCED3-OE and osnced3-RNAi lines) were taken when the rice at the age of 4-leaf stage, and each line was set up with 10 replications, BPH infestation with 30 3rd-instar nymphs per plant, and the insects were picked up after starved treatment for 1 h. Cultivation was under normal environment and observations were made and samples of plant sheath were taken at four-time intervals: 0, 6, 12 and 24 h. All treatments were cultured in normal environment, and the fertilizer and water were managed properly.ZH11, OsNCED3-OE and osnced3-RNAi lines (n=10 per genotype) were selected.",,,,,,,
38625904,41134284,2024,PloS one,Fine mapping and breeding application of two brown planthopper resistance genes derived from landrace rice.,,"(2019) introduced four BPH resistance genes, Bph36, Bph27(t), bph29, and Bph3, into rice lines BR1658 and BR1660 using MAS technology and obtained high-resistance lines.In the present study, we aimed to explore the resistance characteristics and map the BPH resistance genes of two highly resistant landrace rice accessions, CL45 and CL48.",,,,,,,
39452319,42834340,2024,Insects,RNAseq-Based Carboxylesterase Nl-EST1 Gene Expression Plasticity Identification and Its Potential Involvement in Fenobucarb Resistance in the Brown Planthopper Nilaparvata lugens.,,Understanding these mechanisms is essential for developing more effective strategies to manage resistance and ensure sustainable pest management.The use of carbamate insecticides such as fenobucarb to manage the rice pest BPH has been ongoing since their registration in the Republic of Korea in 1981.,,,,,,,
38562566,40901644,2024,Frontiers in plant science,Combined miRNA and mRNA sequencing reveals the defensive strategies of resistant YHY15 rice against differentially virulent brown planthoppers.,,"A corrected P-value of 0.05 was selected as the threshold for determining significantly differential expression.To identify the transcriptional signatures of BPH-responsive phytohormone responses, Hormonometer was used to compare gene expression in rice with gene expression in phytohormone-treated Arabidopsis thaliana.",,,,,,,
39340817,42584384,2024,Plant biotechnology journal,Limonene enhances rice plant resistance to a piercing-sucking herbivore and rice pathogens.,,"OsTPS19 (Os04g27190) and OsTPS20 (Os04g27340), two duplicated defence TPSs genes, were significantly induced in rice plants in response to BPH infestation.",,,,,,,
38891303,41608164,2024,"Plants (Basel, Switzerland)",OsRCI-1-Mediated GLVs Enhance Rice Resistance to Brown Planthoppers.,,"Therefore, the rice lipoxygenase gene OsRCI-1 could repel BPH by releasing cis-3-hexen-1-ol, functioning as a ""push"" strategy, and attract A. nilaparvatae by releasing cis-3-hexenal, therefore increasing the parasitism rate of BPH eggs, functioning as a ""pull"" strategy.",,,,,,,
38246245,39713172,2024,Journal of advanced research,Alanine metabolism mediates energy allocation of the brown planthopper to adapt to resistant rice.,,"Previous studies have reported increased alanine content in BPH after short-term consumption of resistant rice varieties, consistent with our findings.",,,,,,,
39400920,42634994,2024,"Plant, cell & environment",The Threat of the Fall Armyworm to Asian Rice Production Is Amplified by the Brown Planthopper.,,Here we show that BPH may indeed facilitate a shift of FAW to rice.,,,,,,,
39555011,43065174,2024,Breeding science,Substitution mapping and characterization of brown planthopper resistance genes from traditional rice cultivar 'Rathu Heenati' (Oryza sativa L.).,,Introducing multiple BPH resistance genes into rice cultivars is an effective and sustainable way to mitigate yield losses.,,,,,,,
38337906,40051710,2024,"Plants (Basel, Switzerland)",Defense Regulatory Network Associated with circRNA in Rice in Response to Brown Planthopper Infestation.,,"However, as far as our current understanding goes, there are no existing reports that delve into the role of circRNAs in a resistant rice variety's response to BPH infestations of varying virulence levels.",,,,,,,
38961963,41879435,2024,Heliyon,Effective multidimensional treatment identification of different chemical fertilizers: Response of insect dynamics and rice production.,,"Consequently, the proportion of BPH eggs parasitized decreased. de Kraker suggested that higher nitrogen levels in rice fields resulted in increased occurrences of RLR larvae, causing various leaf injuries.",,,,,,,
39477594,42899493,2024,Pesticide biochemistry and physiology,RNAi-mediated silencing of NlGRP3 augments the insecticidal virulence of Metarhizium anisopliae to the brown planthopper Nilaparvata lugens.,,"The rapid development of insecticide resistance reinforces the urgent need to develop eco-friendly strategies for controlling Nilaparvata lugens (brown planthopper, BPH), the most destructive insect pest of rice.",,,,,,,
38337906,40051690,2024,"Plants (Basel, Switzerland)",Defense Regulatory Network Associated with circRNA in Rice in Response to Brown Planthopper Infestation.,,"Particularly noteworthy is the Bph3 locus, initially identified in the Sri Lankan indica cultivar Rathu Heenati.",,,,,,,
38576786,40940681,2024,Frontiers in plant science,Genome-wide association study and genomic prediction for resistance to brown planthopper in rice.,,"Based on the gene annotation information, candidate genes were determined as those predicted to encode proteins similar to thoes encoded by cloned BPH-resistant genes, including CC-NB-LRR, CC-NB-NB-LRR, CC-NB, LRR and lectin receptor kinase.The genotype data utilized the 404K core SNP subset of 3000 Rice Genomes.",,,,,,,
38921131,41692020,2024,Insects,Heterosis for Interactions between Insect Herbivores and 3-Line Hybrid Rice under Low and High Soil Nitrogen Conditions.,,"In comparison with BPH, the other two herbivores had relatively moderate biomass increases under high nitrogen conditions, and there were several cases of rice overcompensating for WBPH or YSB damage under both fertilizer regimes (indicated by negative plant biomass loss values in Figure 3 and Figure 4) but no cases with BPH (Figure 2).In agreement with previous studies we observed a relatively low frequency of heterosis for resistance to herbivores among 3-line hybrids from the IRRI breeding program.",,,,,,,
